nameFirst,nameLast,yearID,lgID,teamID,batting_average
Glenn,Adams,1977,AL,MIN,0.3382899628252788
Glenn,Adams,1978,AL,MIN,0.25806451612903225
Glenn,Adams,1979,AL,MIN,0.3006134969325153
Glenn,Adams,1980,AL,MIN,0.2862595419847328
Glenn,Adams,1981,AL,MIN,0.20909090909090908
Herb,Adams,1949,AL,CHA,0.2932692307692308
Herb,Adams,1950,AL,CHA,0.2033898305084746
Lane,Adams,2017,NL,ATL,0.27522935779816515
Matt,Adams,2013,NL,SLN,0.28378378378378377
Matt,Adams,2014,NL,SLN,0.2884250474383302
Matt,Adams,2015,NL,SLN,0.24
Matt,Adams,2016,NL,SLN,0.24915824915824916
Matt,Adams,2017,NL,ATL,0.27147766323024053
Matt,Adams,2018,NL,WAS,0.2570281124497992
Matt,Adams,2019,NL,WAS,0.22580645161290322
Ricky,Adams,1983,AL,CAL,0.25
Ricky,Adams,1985,NL,SFN,0.19008264462809918
Riley,Adams,2022,NL,WAS,0.176056338028169
Riley,Adams,2023,NL,WAS,0.2727272727272727
Riley,Adams,2024,NL,WAS,0.22413793103448276
Russ,Adams,2005,AL,TOR,0.25571725571725573
Russ,Adams,2006,AL,TOR,0.21912350597609562
Sparky,Adams,1923,NL,CHN,0.28938906752411575
Sparky,Adams,1924,NL,CHN,0.2799043062200957
Sparky,Adams,1925,NL,CHN,0.28708133971291866
Sparky,Adams,1926,NL,CHN,0.3092948717948718
Sparky,Adams,1927,NL,CHN,0.2921174652241113
Sparky,Adams,1928,NL,PIT,0.2764378478664193
Sparky,Adams,1929,NL,PIT,0.2602040816326531
Sparky,Adams,1930,NL,SLN,0.3140350877192982
Sparky,Adams,1931,NL,SLN,0.29276315789473684
Sparky,Adams,1932,NL,SLN,0.27559055118110237
Sparky,Adams,1933,NL,CIN,0.2620817843866171
Sparky,Adams,1934,NL,CIN,0.2517985611510791
Spencer,Adams,1927,AL,SLA,0.26640926640926643
Joe,Adcock,1950,NL,CIN,0.29301075268817206
Joe,Adcock,1951,NL,CIN,0.2430379746835443
Joe,Adcock,1952,NL,CIN,0.2777777777777778
Joe,Adcock,1953,NL,ML1,0.2847457627118644
Joe,Adcock,1954,NL,ML1,0.308
Joe,Adcock,1955,NL,ML1,0.2638888888888889
Joe,Adcock,1956,NL,ML1,0.2907488986784141
Joe,Adcock,1957,NL,ML1,0.28708133971291866
Joe,Adcock,1958,NL,ML1,0.275
Joe,Adcock,1959,NL,ML1,0.29207920792079206
Joe,Adcock,1960,NL,ML1,0.29766536964980544
Joe,Adcock,1961,NL,ML1,0.2846975088967972
Joe,Adcock,1962,NL,ML1,0.24808184143222506
Joe,Adcock,1963,AL,CLE,0.2508833922261484
Joe,Adcock,1964,AL,LAA,0.2677595628415301
Joe,Adcock,1965,AL,CAL,0.24068767908309455
Joe,Adcock,1966,AL,CAL,0.2727272727272727
Bob,Addis,1951,NL,BSN,0.27638190954773867
Bob,Addis,1952,NL,CHN,0.2945205479452055
Jim,Adduci,2014,AL,TEX,0.16831683168316833
Jim,Adduci,2018,AL,DET,0.26704545454545453
Bob,Addy,1871,NA,RC1,0.2711864406779661
Bob,Addy,1873,NA,BS1,0.35526315789473684
Bob,Addy,1874,NA,HR1,0.23943661971830985
Bob,Addy,1875,NA,PH2,0.25806451612903225
Bob,Addy,1876,NL,CHN,0.28169014084507044
Bob,Addy,1877,NL,CN1,0.27755102040816326
Jo,Adell,2020,AL,LAA,0.16129032258064516
Jo,Adell,2021,AL,LAA,0.24615384615384617
Jo,Adell,2022,AL,LAA,0.22388059701492538
Jo,Adell,2024,AL,LAA,0.2074074074074074
Morrie,Aderholt,1945,NL,BSN,0.3333333333333333
Dave,Adlesh,1968,NL,HOU,0.18269230769230768
Ehire,Adrianza,2015,NL,SFN,0.18584070796460178
Ehire,Adrianza,2017,AL,MIN,0.2654320987654321
Ehire,Adrianza,2018,AL,MIN,0.2507462686567164
Ehire,Adrianza,2019,AL,MIN,0.2722772277227723
Ehire,Adrianza,2021,NL,ATL,0.24725274725274726
Benny,Agbayani,1999,NL,NYN,0.286231884057971
Benny,Agbayani,2000,NL,NYN,0.2885714285714286
Benny,Agbayani,2001,NL,NYN,0.27702702702702703
Benny,Agbayani,2002,NL,COL,0.20512820512820512
Tommie,Agee,1966,AL,CHA,0.27344992050874406
Tommie,Agee,1967,AL,CHA,0.23440453686200377
Tommie,Agee,1968,NL,NYN,0.21739130434782608
Tommie,Agee,1969,NL,NYN,0.27079646017699116
Tommie,Agee,1970,NL,NYN,0.2861635220125786
Tommie,Agee,1971,NL,NYN,0.2847058823529412
Tommie,Agee,1972,NL,NYN,0.22748815165876776
Tommie,Agee,1973,NL,HOU,0.23529411764705882
Harry,Agganis,1954,AL,BOS,0.2511520737327189
Joe,Agler,1914,FL,BUF,0.27213822894168466
Joe,Agler,1915,FL,BLF,0.21495327102803738
Sam,Agnew,1913,AL,SLA,0.20846905537459284
Sam,Agnew,1914,AL,SLA,0.21221864951768488
Sam,Agnew,1915,AL,SLA,0.2033898305084746
Sam,Agnew,1917,AL,BOS,0.2076923076923077
Sam,Agnew,1918,AL,BOS,0.1658291457286432
Luis,Aguayo,1985,NL,PHI,0.2787878787878788
Luis,Aguayo,1986,NL,PHI,0.21052631578947367
Luis,Aguayo,1987,NL,PHI,0.20574162679425836
Luis,Aguayo,1988,AL,NYA,0.25
Jesus,Aguilar,2017,NL,MIL,0.26523297491039427
Jesus,Aguilar,2018,NL,MIL,0.27439024390243905
Jesus,Aguilar,2019,NL,MIL,0.22522522522522523
Jesus,Aguilar,2020,NL,MIA,0.2765957446808511
Jesus,Aguilar,2021,NL,MIA,0.26057906458797325
Jesus,Aguilar,2022,NL,MIA,0.236144578313253
Jesus,Aguilar,2023,AL,OAK,0.22115384615384615
Nick,Ahmed,2015,NL,ARI,0.22565320665083136
Nick,Ahmed,2016,NL,ARI,0.21830985915492956
Nick,Ahmed,2017,NL,ARI,0.25149700598802394
Nick,Ahmed,2018,NL,ARI,0.23449612403100775
Nick,Ahmed,2019,NL,ARI,0.25359712230215825
Nick,Ahmed,2020,NL,ARI,0.2663316582914573
Nick,Ahmed,2021,NL,ARI,0.22119815668202766
Nick,Ahmed,2023,NL,ARI,0.21212121212121213
Nick,Ahmed,2024,NL,SFN,0.23225806451612904
Willie,Aikens,1979,AL,CAL,0.2796833773087071
Willie,Aikens,1980,AL,KCA,0.27808471454880296
Willie,Aikens,1981,AL,KCA,0.2664756446991404
Willie,Aikens,1982,AL,KCA,0.2811158798283262
Willie,Aikens,1983,AL,KCA,0.3024390243902439
Willie,Aikens,1984,AL,TOR,0.20512820512820512
Danny,Ainge,1979,AL,TOR,0.237012987012987
Danny,Ainge,1980,AL,TOR,0.24324324324324326
Danny,Ainge,1981,AL,TOR,0.18699186991869918
Eddie,Ainsmith,1910,AL,WS1,0.19230769230769232
Eddie,Ainsmith,1911,AL,WS1,0.2214765100671141
Eddie,Ainsmith,1912,AL,WS1,0.22580645161290322
Eddie,Ainsmith,1913,AL,WS1,0.21397379912663755
Eddie,Ainsmith,1914,AL,WS1,0.2251655629139073
Eddie,Ainsmith,1915,AL,WS1,0.2
Eddie,Ainsmith,1917,AL,WS1,0.19142857142857142
Eddie,Ainsmith,1918,AL,WS1,0.21232876712328766
Eddie,Ainsmith,1919,AL,DET,0.27197802197802196
Eddie,Ainsmith,1920,AL,DET,0.23118279569892472
Eddie,Ainsmith,1922,NL,SLN,0.2928759894459103
Eddie,Ainsmith,1923,NL,SLN,0.21292775665399238
Bill,Akers,1930,AL,DET,0.27896995708154504
Shogo,Akiyama,2020,NL,CIN,0.24516129032258063
Shogo,Akiyama,2021,NL,CIN,0.2037037037037037
Gus,Alberts,1888,AA,CL3,0.20604395604395603
Hanser,Alberto,2019,AL,BAL,0.3053435114503817
Hanser,Alberto,2020,AL,BAL,0.2831050228310502
Hanser,Alberto,2021,AL,KCA,0.2697095435684647
Hanser,Alberto,2022,NL,LAN,0.24358974358974358
Ozzie,Albies,2017,NL,ATL,0.2857142857142857
Ozzie,Albies,2018,NL,ATL,0.26134585289514867
Ozzie,Albies,2019,NL,ATL,0.2953125
Ozzie,Albies,2020,NL,ATL,0.2711864406779661
Ozzie,Albies,2021,NL,ATL,0.2591414944356121
Ozzie,Albies,2022,NL,ATL,0.24696356275303644
Ozzie,Albies,2023,NL,ATL,0.2802013422818792
Ozzie,Albies,2024,NL,ATL,0.2506265664160401
Arismendy,Alcantara,2014,NL,CHN,0.20503597122302158
Arismendy,Alcantara,2017,NL,CIN,0.17142857142857143
Sergio,Alcantara,2021,NL,CHN,0.20454545454545456
Sergio,Alcantara,2022,NL,ARI,0.2411764705882353
Luis,Alcaraz,1968,NL,LAN,0.1509433962264151
Luis,Alcaraz,1970,AL,KCA,0.16666666666666666
Scotty,Alcock,1914,AL,CHA,0.17307692307692307
Mike,Aldrete,1986,NL,SFN,0.25
Mike,Aldrete,1987,NL,SFN,0.32492997198879553
Mike,Aldrete,1988,NL,SFN,0.26735218508997427
Mike,Aldrete,1989,NL,MON,0.22058823529411764
Mike,Aldrete,1990,NL,MON,0.2422360248447205
Mike,Aldrete,1991,AL,CLE,0.26229508196721313
Mike,Aldrete,1993,AL,OAK,0.26666666666666666
Mike,Aldrete,1994,AL,OAK,0.24157303370786518
Mike,Aldrete,1995,AL,OAK,0.272
Chuck,Aleno,1941,NL,CIN,0.24260355029585798
Chuck,Aleno,1944,NL,CIN,0.16535433070866143
Blaze,Alexander,2024,NL,ARI,0.2469879518072289
Dale,Alexander,1929,AL,DET,0.34345047923322686
Dale,Alexander,1930,AL,DET,0.32558139534883723
Dale,Alexander,1931,AL,DET,0.32495164410058025
Dale,Alexander,1932,AL,BOS,0.3723404255319149
Dale,Alexander,1933,AL,BOS,0.28115015974440893
Gary,Alexander,1977,NL,SFN,0.3025210084033613
Gary,Alexander,1978,AL,CLE,0.2345679012345679
Gary,Alexander,1978,AL,OAK,0.20689655172413793
Gary,Alexander,1979,AL,CLE,0.22905027932960895
Gary,Alexander,1980,AL,CLE,0.2247191011235955
Manny,Alexander,1995,AL,BAL,0.23553719008264462
Manny,Alexander,1997,NL,NYN,0.24832214765100671
Manny,Alexander,1998,NL,CHN,0.22727272727272727
Manny,Alexander,1999,NL,CHN,0.2711864406779661
Manny,Alexander,2000,AL,BOS,0.211340206185567
Pete,Alexander,1911,NL,PHI,0.17391304347826086
Pete,Alexander,1912,NL,PHI,0.18627450980392157
Pete,Alexander,1913,NL,PHI,0.1262135922330097
Pete,Alexander,1914,NL,PHI,0.23357664233576642
Pete,Alexander,1915,NL,PHI,0.16923076923076924
Pete,Alexander,1916,NL,PHI,0.2391304347826087
Pete,Alexander,1917,NL,PHI,0.2158273381294964
Pete,Alexander,1920,NL,CHN,0.2288135593220339
Pete,Alexander,1923,NL,CHN,0.21621621621621623
Walt,Alexander,1913,AL,SLA,0.13636363636363635
Jorge,Alfaro,2017,NL,PHI,0.3177570093457944
Jorge,Alfaro,2018,NL,PHI,0.2616279069767442
Jorge,Alfaro,2019,NL,MIA,0.26218097447795824
Jorge,Alfaro,2021,NL,MIA,0.2440677966101695
Jorge,Alfaro,2022,NL,SDN,0.24609375
Edgardo,Alfonzo,1995,NL,NYN,0.27761194029850744
Edgardo,Alfonzo,1996,NL,NYN,0.2608695652173913
Edgardo,Alfonzo,1997,NL,NYN,0.31467181467181465
Edgardo,Alfonzo,1998,NL,NYN,0.27827648114901254
Edgardo,Alfonzo,1999,NL,NYN,0.304140127388535
Edgardo,Alfonzo,2000,NL,NYN,0.3235294117647059
Edgardo,Alfonzo,2001,NL,NYN,0.24288840262582057
Edgardo,Alfonzo,2002,NL,NYN,0.3081632653061224
Edgardo,Alfonzo,2003,NL,SFN,0.2587548638132296
Edgardo,Alfonzo,2004,NL,SFN,0.28901734104046245
Edgardo,Alfonzo,2005,NL,SFN,0.27717391304347827
Eliezer,Alfonzo,2006,NL,SFN,0.26573426573426573
Eliezer,Alfonzo,2009,NL,SDN,0.17543859649122806
Anthony,Alford,2021,NL,PIT,0.23308270676691728
Luis,Alicea,1988,NL,SLN,0.21212121212121213
Luis,Alicea,1992,NL,SLN,0.24528301886792453
Luis,Alicea,1993,NL,SLN,0.27900552486187846
Luis,Alicea,1994,NL,SLN,0.2780487804878049
Luis,Alicea,1995,AL,BOS,0.26968973747016706
Luis,Alicea,1996,NL,SLN,0.2578947368421053
Luis,Alicea,1997,AL,ANA,0.25257731958762886
Luis,Alicea,1998,AL,TEX,0.27413127413127414
Luis,Alicea,1999,AL,TEX,0.20121951219512196
Luis,Alicea,2000,AL,TEX,0.29444444444444445
Luis,Alicea,2001,AL,KCA,0.2739018087855297
Luis,Alicea,2002,AL,KCA,0.22784810126582278
Andy,Allanson,1986,AL,CLE,0.22525597269624573
Andy,Allanson,1987,AL,CLE,0.2662337662337662
Andy,Allanson,1988,AL,CLE,0.2626728110599078
Andy,Allanson,1989,AL,CLE,0.23219814241486067
Andy,Allanson,1991,AL,DET,0.23178807947019867
Bernie,Allen,1962,AL,MIN,0.268760907504363
Bernie,Allen,1963,AL,MIN,0.23990498812351543
Bernie,Allen,1964,AL,MIN,0.2139917695473251
Bernie,Allen,1966,AL,MIN,0.23824451410658307
Bernie,Allen,1967,AL,WS2,0.19291338582677164
Bernie,Allen,1968,AL,WS2,0.24128686327077747
Bernie,Allen,1969,AL,WS2,0.2465753424657534
Bernie,Allen,1970,AL,WS2,0.23371647509578544
Bernie,Allen,1971,AL,WS2,0.2663755458515284
Bernie,Allen,1972,AL,NYA,0.22727272727272727
Bob,Allen,1890,NL,PHI,0.22587719298245615
Bob,Allen,1891,NL,PHI,0.22146118721461186
Bob,Allen,1892,NL,PHI,0.22735346358792186
Bob,Allen,1893,NL,PHI,0.267515923566879
Bob,Allen,1894,NL,PHI,0.2597402597402597
Bob,Allen,1897,NL,BSN,0.31932773109243695
Brandon,Allen,2009,NL,ARI,0.20192307692307693
Brandon,Allen,2011,AL,OAK,0.2054794520547945
Chad,Allen,1999,AL,MIN,0.2765072765072765
Chad,Allen,2001,AL,MIN,0.26285714285714284
Dick,Allen,1964,NL,PHI,0.3180379746835443
Dick,Allen,1965,NL,PHI,0.30210016155088854
Dick,Allen,1966,NL,PHI,0.31679389312977096
Dick,Allen,1967,NL,PHI,0.30669546436285094
Dick,Allen,1968,NL,PHI,0.2629558541266795
Dick,Allen,1969,NL,PHI,0.2876712328767123
Dick,Allen,1970,NL,SLN,0.2788671023965142
Dick,Allen,1971,NL,LAN,0.29508196721311475
Dick,Allen,1972,AL,CHA,0.308300395256917
Dick,Allen,1973,AL,CHA,0.316
Dick,Allen,1974,AL,CHA,0.3008658008658009
Dick,Allen,1975,NL,PHI,0.23317307692307693
Dick,Allen,1976,NL,PHI,0.2684563758389262
Dick,Allen,1977,AL,OAK,0.23976608187134502
Ethan,Allen,1927,NL,CIN,0.29526462395543174
Ethan,Allen,1928,NL,CIN,0.30515463917525776
Ethan,Allen,1929,NL,CIN,0.29182156133828996
Ethan,Allen,1930,NL,NY1,0.3067226890756303
Ethan,Allen,1931,NL,NY1,0.3288590604026846
Ethan,Allen,1932,NL,NY1,0.17475728155339806
Ethan,Allen,1933,NL,SLN,0.2413793103448276
Ethan,Allen,1934,NL,PHI,0.3304647160068847
Ethan,Allen,1935,NL,PHI,0.30697674418604654
Ethan,Allen,1936,NL,CHN,0.2949061662198391
Ethan,Allen,1936,NL,PHI,0.296
Ethan,Allen,1937,AL,SLA,0.315625
Gary,Allenson,1979,AL,BOS,0.2033195020746888
Gary,Allenson,1981,AL,BOS,0.22302158273381295
Gary,Allenson,1982,AL,BOS,0.20454545454545456
Gary,Allenson,1983,AL,BOS,0.23043478260869565
Greg,Allen,2018,AL,CLE,0.25660377358490566
Greg,Allen,2019,AL,CLE,0.22943722943722944
Greg,Allen,2022,NL,PIT,0.1864406779661017
Hank,Allen,1967,AL,WS2,0.2328767123287671
Hank,Allen,1968,AL,WS2,0.21875
Hank,Allen,1969,AL,WS2,0.2767527675276753
Jamie,Allen,1983,AL,SEA,0.22344322344322345
Jermaine,Allensworth,1996,NL,PIT,0.26200873362445415
Jermaine,Allensworth,1997,NL,PIT,0.25474254742547425
Jermaine,Allensworth,1998,NL,PIT,0.3090128755364807
Myron,Allen,1887,AA,CL3,0.27645788336933047
Myron,Allen,1888,AA,KC2,0.21323529411764705
Nick,Allen,1915,FL,BUF,0.20465116279069767
Nick,Allen,2022,AL,OAK,0.20735785953177258
Nick,Allen,2023,AL,OAK,0.22112211221122113
Gene,Alley,1964,NL,PIT,0.21052631578947367
Gene,Alley,1965,NL,PIT,0.252
Gene,Alley,1966,NL,PIT,0.2987910189982729
Gene,Alley,1967,NL,PIT,0.2872727272727273
Gene,Alley,1968,NL,PIT,0.24472573839662448
Gene,Alley,1969,NL,PIT,0.24561403508771928
Gene,Alley,1970,NL,PIT,0.24413145539906103
Gene,Alley,1971,NL,PIT,0.22701149425287356
Gene,Alley,1972,NL,PIT,0.2478386167146974
Gene,Alley,1973,NL,PIT,0.20253164556962025
Gair,Allie,1954,NL,PIT,0.19856459330143542
Art,Allison,1871,NA,CL1,0.291970802919708
Art,Allison,1875,NA,HR1,0.24
Art,Allison,1875,NA,WS6,0.21428571428571427
Art,Allison,1876,NL,LS1,0.2076923076923077
Bob,Allison,1959,AL,WS1,0.2614035087719298
Bob,Allison,1960,AL,WS1,0.25149700598802394
Bob,Allison,1961,AL,MIN,0.2446043165467626
Bob,Allison,1962,AL,MIN,0.2658959537572254
Bob,Allison,1963,AL,MIN,0.2713472485768501
Bob,Allison,1964,AL,MIN,0.2865853658536585
Bob,Allison,1965,AL,MIN,0.2328767123287671
Bob,Allison,1966,AL,MIN,0.22023809523809523
Bob,Allison,1967,AL,MIN,0.25806451612903225
Bob,Allison,1968,AL,MIN,0.24733475479744135
Bob,Allison,1969,AL,MIN,0.2275132275132275
Doug,Allison,1871,NA,WS3,0.3308270676691729
Doug,Allison,1872,NA,TRO,0.30701754385964913
Doug,Allison,1874,NA,NY2,0.2830188679245283
Doug,Allison,1875,NA,HR1,0.24907063197026022
Doug,Allison,1876,NL,HAR,0.26380368098159507
Doug,Allison,1877,NL,HAR,0.14782608695652175
Beau,Allred,1991,AL,CLE,0.232
Mel,Almada,1935,AL,BOS,0.2899505766062603
Mel,Almada,1936,AL,BOS,0.253125
Mel,Almada,1937,AL,BOS,0.23636363636363636
Mel,Almada,1937,AL,WS1,0.3094688221709007
Mel,Almada,1938,AL,SLA,0.34174311926605505
Mel,Almada,1938,AL,WS1,0.2436548223350254
Mel,Almada,1939,NL,BRO,0.21428571428571427
Mel,Almada,1939,AL,SLA,0.23880597014925373
Rafael,Almeida,1913,NL,CIN,0.26153846153846155
Abraham,Almonte,2014,AL,SEA,0.19811320754716982
Abraham,Almonte,2015,AL,CLE,0.2640449438202247
Abraham,Almonte,2016,AL,CLE,0.26373626373626374
Abraham,Almonte,2017,AL,CLE,0.23255813953488372
Abraham,Almonte,2018,AL,KCA,0.1791044776119403
